movie_id,budget,prod_company
10330,26000000,Walt Disney Pictures
6957,26000000,Universal Pictures
1934,25000000,Miramax Films
169917,28000000,Double Feature Films
951,15000000,Imagine Entertainment
10189,27000000,Columbia Pictures
9454,26000000,Twentieth Century Fox Film Corporation
2055,22000000,Tig Productions
1551,26000000,Columbia Pictures Corporation
5902,22000000,United Artists
11460,26000000,DreamWorks SKG
9358,26000000,New Line Cinema
134,26000000,Universal Pictures
22894,26000000,Bold Films
134374,25000000,Paramount Pictures
15028,26000000,Paramount Pictures
11509,26000000,Columbia Pictures
7445,26000000,Lionsgate
17047,26000000,Splendid Pictures
62838,56000000,New Line Cinema
2057,42000000,Metro-Goldwyn-Mayer (MGM)
70436,26000000,Relativity Media
16784,30000000,Twentieth Century Fox Film Corporation
8011,26000000,Trans-Film
31640,26000000,Fox Searchlight Pictures
9092,26000000,Interscope Communications
316002,26000000,K. JAM Media
36355,25530000,Universal Pictures
238615,26000000,Endgame Entertainment
1985,25000000,Studio Babelsberg
615,30000000,Icon Productions
788,25000000,Twentieth Century Fox Film Corporation
380,25000000,United Artists
13223,33000000,Village Roadshow Pictures
10523,25100000,Ixtlan Productions
8681,25000000,Twentieth Century Fox Film Corporation
239571,26000000,Relativity Media
619,25000000,Tig Productions
424,22000000,Universal Pictures
50014,25000000,DreamWorks SKG
162903,28000000,DreamWorks SKG
208763,26000000,Universal Pictures
6466,30000000,New Line Cinema
12589,25000000,Nickelodeon Movies
7191,25000000,Paramount Pictures
1497,25000000,New Line Cinema
117,25000000,Paramount Pictures
6977,25000000,Miramax Films
168530,25000000,Universal Pictures
634,25000000,Miramax Films
392,25000000,Miramax Films
10327,45000000,Type A Films
88042,25000000,Twentieth Century Fox Film Corporation
41630,25000000,Katalyst Films
11969,25000000,Hollywood Pictures
2085,25000000,Silver Pictures
794,2800000,Twentieth Century Fox Film Corporation
9286,25000000,New Line Cinema
77877,25000000,Village Roadshow Pictures
1265,60000000,Walden Media
866,25000000,Miramax Films
75174,25000000,Scott Free Productions
11096,25000000,Twentieth Century Fox Film Corporation
8699,26000000,Apatow Productions
769,25000000,Winkler Films
10923,28000000,Splendid Pictures
11283,25000000,Universal Pictures
111,25000000,Universal Pictures
11676,25000000,Touchstone Pictures
746,23000000,Columbia Pictures
77866,25000000,Universal Pictures
7345,25000000,Miramax Films
14317,35000000,Paramount Pictures
12277,25000000,Universal Pictures
9779,25000000,DiNovi Pictures
2140,25000000,Twentieth Century Fox Film Corporation
12620,25000000,Columbia Pictures
14177,25000000,Metro-Goldwyn-Mayer (MGM)
198185,25000000,Walt Disney Pictures
227156,25000000,The Weinstein Company
11351,17000000,United Artists
10030,25000000,Lionsgate
10623,25000000,Silver Pictures
590,25000000,Paramount Pictures
9655,20000000,DreamWorks SKG
1268,25000000,Tiger Aspect Productions
11237,20000000,Screen Gems
190955,25500000,Wild Bunch
5123,25000000,Warner Bros.
4518,30000000,Channel Four Films
11932,25000000,Universal Pictures
11165,25485000,Twentieth Century Fox Film Corporation
6116,25000000,Columbia Pictures Corporation
57431,25000000,Twentieth Century Fox Film Corporation
278,25000000,Castle Rock Entertainment
9290,21150000,Bungalow Productions
11543,27000000,Motion Picture Corporation of America
284536,25000000,Paramount Pictures
152737,25000000,Jean Doumanian Productions
13374,25000000,Walt Disney Pictures
8976,30000000,Mile High Productions
319888,23000000,Studio Babelsberg
9469,25000000,40 Acres & A Mule Filmworks
1909,25000000,New Line Cinema
22971,25000000,Screen Gems
34813,25000000,DC Comics
46261,25000000,Miramax Films
10431,25000000,Mosaic Media Group
8051,25000000,Columbia Pictures
9352,25000000,DreamWorks SKG
10167,13000000,Franchise Pictures
15487,25000000,Walt Disney Pictures
22825,30000000,Media Rights Capital
11152,8000000,Spyglass Entertainment
1831,25000000,Paramount Pictures
43931,25000000,Relativity Media
10591,25000000,Regency Enterprises
10861,25000000,Columbia Pictures
276907,25000000,Working Title Films
65055,28000000,Incentive Filmed Entertainment
10397,25,Paramount Pictures
200505,25000000,Summit Entertainment
11954,25000000,TriStar Pictures
60309,25000000,Wildwood Enterprises
9787,25000000,Columbia Pictures
293646,25000000,Alcon Entertainment
6978,25000000,Twentieth Century Fox Film Corporation
59440,25000000,Solaris Film
1770,28000000,Geffen Pictures
8988,25000000,Paramount Pictures
15992,25000000,Paramount Pictures
17707,25000000,Twentieth Century Fox Film Corporation
77883,14000000,Ghost House Pictures
40001,25000000,TriStar Pictures
64639,25000000,Battleplan Productions
9903,25000000,Miramax Films
20766,32000000,2929 Productions
24264,25000000,Columbia Pictures Corporation
20309,25000000,Twentieth Century Fox Film Corporation
9912,25000000,New Zealand Film Commission
9067,25000000,Trilogy Entertainment Group
8338,25000000,Rhombus Media
168705,25000000,Boll KG
72113,25000000,Wild Bunch
9729,25000000,Serendipity Point Films
22256,25000000,Cruise/Wagner Productions
12404,25000000,Isle of Man Film
152742,13500000,Paco Cinematografica
11699,25000000,Saturn Films
48034,25000000,M6 Films
36696,25000000,CN Film
109091,25000000,Ingenious Media
38543,25000000,Rising Star
33157,25000000,Paramount Pictures
290864,25000000,Emperor Motion Pictures
242166,25000000,Aldamisa Entertainment
859,14000000,Lorimar Film Entertainment
83770,25000000,American Zoetrope
168,24000000,Paramount Pictures
1246,24000000,Columbia Pictures
4233,24000000,Miramax Films
174751,25000000,Handsomecharlie Films
184098,24000000,Will Packer Productions
2069,41300000,Franchise Pictures
1788,8200000,Paramount Pictures
11635,24000000,DreamWorks SKG
177,24000000,TriStar Pictures
3600,65000000,Columbia Pictures
2621,24000000,Metro-Goldwyn-Mayer (MGM)
10358,24000000,Blue Askew
10480,24000000,Gramercy Pictures
10313,24000000,BBC Films
3558,40000000,Columbia Pictures Corporation
13476,17000000,DreamWorks SKG
10208,24000000,Columbia Pictures
24961,24000000,Universal Pictures
20697,24000000,Bel Air Entertainment
20761,24000000,Touchstone Pictures
70868,24000000,The Weinstein Company
43593,24000000,The Weinstein Company
6478,23000000,Lionsgate
40688,24000000,Walt Disney Pictures
26672,28000000,Miramax Films
41283,24000000,Castle Rock Entertainment
4935,24000000,Studio Ghibli
19908,23600000,Columbia Pictures
10663,23000000,Touchstone Pictures
1891,18000000,Lucasfilm
9737,19000000,Columbia Pictures
37137,23000000,Paramount Pictures
9532,23000000,New Line Cinema
10316,12500000,Appian Way
2787,23000000,Interscope Communications
12658,23000000,Fox 2000 Pictures
152601,23000000,Warner Bros.
10866,23000000,Regency Enterprises
227707,25000000,Matador Pictures
21349,23000000,Twentieth Century Fox Film Corporation
70435,23000000,Irish Film Board
580,23000000,Universal Pictures
20024,23000000,Columbia Pictures Corporation
2453,23000000,Metro-Goldwyn-Mayer (MGM)
6973,23000000,Summit Entertainment
354110,11000000,Minds Eye Entertainment
22215,23000000,private
11632,23000000,Alliance Films
30596,23000000,China Film Group Corporation
3021,25000000,The Weinstein Company
957,22700000,Brooksfilms Ltd.
256917,22500000,Hopscotch Features
251,22000000,Paramount Pictures
544,23000000,Twentieth Century Fox Film Corporation
11395,22000000,Walt Disney Pictures
14635,20000000,Walt Disney Pictures
13680,22000000,Walt Disney Pictures
688,24000000,Amblin Entertainment
11090,22000000,Revolution Studios
783,22000000,Columbia Pictures
228194,22000000,Amblin Entertainment
1642,22000000,Columbia Pictures
10950,22000000,New Line Cinema
235260,22000000,Hearst Entertainment Productions
277,22000000,Lakeshore Entertainment
8999,22000000,Miramax Films
11323,22000000,Section Eight
10445,22000000,Shadowlands Productions
11453,22000000,Columbia Pictures Corporation
146239,26000000,DreamWorks SKG
10878,22000000,Village Roadshow Pictures
82650,22000000,Fox 2000 Pictures
2294,22000000,Dimension Films
2176,30000000,Original Film
270487,22000000,Universal Pictures
19366,22000000,Universal Pictures
204082,22000000,Millennium Films
24100,22000000,New Line Cinema
1599,22000000,Fox Searchlight Pictures
5550,22000000,Orion Pictures
17709,70000000,Universal Pictures
287948,25000000,EuropaCorp
9075,21000000,private
11661,22000000,Senator Film Produktion
109513,2000000,Primate Pictures
204922,22000000,StudioCanal
38985,22000000,Paramount Pictures
44113,22000000,Stone Productions
164457,22000000,Appian Way
4566,25000000,Castle Rock Entertainment
1073,21500000,Lakeshore Entertainment
153158,22000000,100 Bares
81836,17000000,Gravier Productions
10724,18000000,Malpaso Productions
9473,21000000,Paramount Pictures
2196,9000000,Sidney Kimmel Entertainment
1499,21000000,New Line Cinema
20857,32000000,Paramount Pictures
82693,21000000,The Weinstein Company
1646,21000000,Double Feature Films
4108,21000000,TF1 Films Productions
8456,20000000,Summit Entertainment
7341,21000000,United Artists
19255,17000000,Neal Street Productions
10187,21000000,Touchstone Pictures
31005,21000000,Punch Productions
49517,30000000,StudioCanal
50780,21000000,Summit Entertainment
16363,35000000,Universal Pictures
1946,15000000,Alliance Atlantis Communications
85,18000000,Lucasfilm
772,18000000,Twentieth Century Fox Film Corporation
840,20000000,Columbia Pictures Corporation
9682,38000000,Dimension Films
96,20000000,Paramount Pictures
10678,20000000,Hyde Park Films
274,19000000,Orion Pictures
8872,20000000,Paramount Pictures
16290,20000000,MTV Films
579,20000000,Universal Pictures
14405,20000000,Walt Disney Pictures
138843,13000000,New Line Cinema
11637,32000000,Columbia Pictures
226486,20000000,New Line Cinema
1584,35000000,Paramount Pictures
9312,18000000,New Line Cinema
12153,37000000,Columbia Pictures
65057,20000000,Fox Searchlight Pictures
8326,20000000,Walt Disney Pictures
76203,20000000,Plan B Entertainment
13497,20000000,Fox 2000 Pictures
35688,20000000,Lions Gate Films
162,20000000,Twentieth Century Fox Film Corporation
296096,20000000,New Line Cinema
1051,1800000,Twentieth Century Fox Film Corporation
376659,20000000,STX Entertainment
10073,20000000,Regency Enterprises
16690,20000000,Walt Disney Pictures
273895,20000000,Plan B Entertainment
14873,20000000,Walt Disney Pictures
8968,20000000,Ghost House Pictures
9963,20000000,TriStar Pictures
15655,30000000,Walt Disney Pictures
21208,20000000,Dark Castle Entertainment
272878,20000000,Sunswept Entertainment
9760,20000000,Twentieth Century Fox Film Corporation
314365,20000000,Universal Pictures
13279,20000000,Screen Gems
1975,20000000,Columbia Pictures Corporation
33644,20000000,Twentieth Century Fox Film Corporation
9895,20000000,Universal Pictures
9570,20000000,Walt Disney Productions
27579,20000000,This Is That Productions
16052,20000000,Q Productions
40264,20000000,Regency Enterprises
1164,25000000,Paramount Vantage
239678,19800000,Spring Creek Productions
14359,20000000,Scott Rudin Productions
3989,32000000,Paramount Pictures
76617,20000000,Nu Image Films
4258,20000000,Dimension Films
20391,20000000,Paramount Pictures
10139,20000000,Focus Features
335778,20000000,Columbia Pictures
9645,35000000,Village Roadshow Pictures
55465,19000000,New Line Cinema
617,20000000,Columbia Pictures
48289,20000000,Miramax Films
243,30000000,Buena Vista
6933,20000000,Intermedia Films
17182,20000000,Paramount Pictures
8848,20000000,Atlas Entertainment
38,20000000,Anonymous Content
38303,20000000,Oops Doughnuts Productions
1266,20000000,Fox Searchlight Pictures
107985,20000000,Universal Pictures
19901,20000000,Lionsgate
34016,20000000,DreamWorks SKG
59860,20000000,Dune Entertainment
10069,9000000,Spyglass Entertainment
12819,20000000,Lions Gate Family Entertainment
9954,20000000,Screen Gems
25132,40000000,Warner Bros. Pictures
577,20000000,The Rank Organisation
328387,20000000,Lionsgate
12690,20000000,New Line Cinema
9945,20000000,Columbia Pictures
539,806948,Paramount Pictures
13596,20000000,Lionsgate
226857,20000000,Universal Pictures
13159,20000000,Universal Pictures
526,20000000,Twentieth Century Fox Film Corporation
22796,20000000,Caravan Pictures
2355,20000000,Columbia Pictures
5915,15000000,Paramount Vantage
9842,20000000,Dimension Films
61012,20000000,Davis-Films
755,19000000,A Band Apart
9470,20000000,Columbia Pictures
18357,35000000,Walt Disney Pictures
7979,20000000,DreamWorks SKG
470,20000000,This Is That Productions
15644,20000000,Icon Productions
9582,20000000,Metro-Goldwyn-Mayer (MGM)
22074,20000000,The Weinstein Company
2428,20000000,George Stevens Productions
290751,19500000,Ingenious Media
13805,25000000,Grosvenor Park Media Ltd.
4597,20000000,Screen Gems
9414,20000000,Regency Enterprises
63492,20000000,Regency Enterprises
81796,20000000,Canal+
10710,40000000,Columbia Pictures
15092,20000000,Lakeshore Entertainment
15005,20000000,Gener8Xion Entertainment
8198,30000000,Miramax Films
6963,20000000,Paramount Pictures
15070,20000000,Miramax Films
17134,20000000,The Mark Gordon Company
41402,20000000,Hammer Film Productions
146198,20000000,Worldview Entertainment
2639,20000000,Fine Line Features
10563,20000000,Village Roadshow Pictures
295964,20000000,Double Feature Films
5971,20000000,Paramount Pictures
9716,20000000,Miramax Films
11835,20000000,Twentieth Century Fox Film Corporation
26171,21000000,Miramax Films
14396,20000000,New Line Cinema
15673,20000000,Universal Pictures
42618,8000000,Universal Pictures
171274,20000000,Ghoulardi Film Company
109417,20000000,Screen Gems
13948,20000000,Mpower Pictures
106747,12000000,Open Road Films
10929,22000000,New Line Cinema
256962,20000000,Metanoia Films
48231,15000000,Recorded Pictures Company
3509,8700000,Thousand Words
12142,20000000,Boll Kino Beteiligungs GmbH & Co. KG
23367,20000000,Summit Entertainment
10740,20000000,Fine Line Features
241239,20000000,Participant Media
3902,20000000,Endgame Entertainment
77948,20000000,Summit Entertainment
21755,20000000,The Weinstein Company
4960,21000000,Likely Story
128,26500000,Miramax Films
16608,2000000,Autonomous
334531,20000000,Paul Schiff Productions
32316,20000000,Paramount Pictures
7299,20000000,Dimension Films
13405,40000000,Australian Film Finance Corporation
314385,10000000,Plan B Entertainment
8953,20000000,Bandai Visual Company
10448,20000000,Tig Productions
43935,20000000,Hyde Park Films
44638,20000000,Miramax Films
13250,20000000,Icon Productions
133931,20000000,Industrial Development Corporation of South Africa
184341,20000000,Weinstein Company
334074,20000000,Nu Image Films
199373,27220000,Grindstone Entertainment Group
14202,19400000,Emotion Pictures
6968,27000000,Nouvelles \u00c9ditions de Films (NEF)
581,22000000,Tig Productions
52449,20000000,Columbia Pictures
12150,19000000,Universal Pictures Corporation
11247,19000000,Gaylord Films
4232,14000000,Woods Entertainment
694,19000000,Hawk Films
105,19000000,Universal Pictures
11377,19000000,Dark Castle Entertainment
385383,27000000,Cinestyle Media Group
41210,19000000,Mandate Pictures
12090,18000000,Twentieth Century Fox Film Corporation
62630,19100000,Corrino Media Corporation
29427,20000000,Penn Station Entertainment
129,15000000,Studio Ghibli
2669,25000000,Dino De Laurentiis Company
13523,19000000,Summit Entertainment
25195,19000000,Universal Pictures
17277,19000000,Paramount Pictures
50725,19000000,Imagine Entertainment
73191,19000000,Warner Bros. Family Entertainment
22479,18000000,Fine Line Features
10065,19000000,Platinum Dunes
2757,19000000,Beverly Detroit
11683,15000000,Universal Pictures
1878,18500000,Universal Pictures
23082,18500000,Media Rights Capital
195589,18000000,Universal Pictures
854,23000000,New Line Cinema
2280,18000000,Gracie Films
496,18000000,Twentieth Century Fox Film Corporation
8835,18000000,Marc Platt Productions
157,18000000,Paramount Pictures
8643,19000000,Lakeshore Entertainment
10402,17000000,Happy Madison Productions
218043,16000000,Stoney Lake Entertainment
21301,18000000,Metro-Goldwyn-Mayer (MGM)
10147,23000000,Columbia Pictures
816,16500000,New Line Cinema
302688,18000000,Universal Pictures
60307,21000000,Fox 2000 Pictures
106,18000000,Twentieth Century Fox Film Corporation
279,18000000,Warner Bros.
10625,17000000,Paramount Pictures
5279,19800000,USA Films
10013,18000000,American Zoetrope
194662,18000000,Worldview Entertainment
160588,18000000,Perdido Productions
9829,15000000,Universal Pictures
10028,18000000,Universal Pictures
10535,18000000,Hollywood Pictures
790,1000000,AVCO Embassy Pictures
43959,18000000,Mandalay Pictures
10364,18000000,Paramount Pictures
9610,18000000,De Laurentiis Entertainment Group
1578,18000000,United Artists
25643,18000000,Universal Pictures
11904,18000000,Paramount Pictures
44115,18000000,Fox Searchlight Pictures
10560,18000000,Columbia Pictures
333348,17000000,Imagine Entertainment
20483,18000000,Fox 2000 Pictures
11457,18000000,New Line Cinema
321697,30000000,Universal Pictures
19840,18000000,Ingenious Film Partners
22327,18000000,Dimension Films
38665,18000000,ITC Entertainment
2575,21000000,Columbia Pictures
11644,18000000,Cinema 77
146227,18000000,Dark Castle Entertainment
68924,18000000,Fox Searchlight Pictures
253235,18000000,Castle Rock Entertainment
10068,17000000,Metro-Goldwyn-Mayer (MGM)
848,18000000,Paramount Pictures
522,18000000,Touchstone Pictures
130150,18000000,Mr. Mudd Production
12246,18000000,Kinokompaniya CTB
13809,18000000,StudioCanal
33870,25000000,Great Scott Productions Pty. Ltd.
245703,18000000,Warner Bros.
127560,18000000,Archer Street Productions
37903,15238800,Les Films du Losange
10017,2700000,New Century Entertainment Corporation
11468,18000000,Castle Rock Entertainment
193613,18000000,Exclusive Media Group
17436,18000000,Senator Entertainment Co
43434,18000000,Egoli Tossell Film AG
31166,18000000,Central-Europa Film
8408,3500000,Dead Films
332411,18000000,Patriot Pictures
9389,18000000,Onyx Films
9626,17900000,Famous Films (II)
75638,14000000,First Generation Films
8363,20000000,Columbia Pictures
290555,18000000,Copperheart Entertainment
8328,23000000,Summit Entertainment
10982,15000000,The Weinstein Company
205,17500000,Lions Gate Films
1620,24000000,Twentieth Century Fox Film Corporation
175541,17500000,Fox Searchlight Pictures
241254,18000000,Grindstone Entertainment Group
679,18500000,Twentieth Century Fox Film Corporation
11113,17000000,Warner Bros.
3597,17000000,Columbia Pictures Corporation
193893,17000000,Twentieth Century Fox Film Corporation
9675,16000000,Fox Searchlight Pictures
9988,17500000,Broken Lizard Industries
948,300000,Compass International Pictures
21765,17000000,Jim Henson Pictures
146304,17000000,Universal
7516,17000000,Universal Pictures
41439,20000000,Lionsgate
2752,17000000,Miramax Films
9429,17000000,Paramount Pictures
38117,17000000,CBS Films
9792,15000000,Fox Searchlight Pictures
13960,20000000,Warner Bros.
114150,17000000,Brownstone Productions
26602,34000000,Tollin/Robbins Productions
16028,17000000,Dimension Films
26390,17000000,Nu Image Films
27759,17000000,Allied Artists Pictures
109428,17000000,TriStar Pictures
23049,17000000,Fox Searchlight Pictures
9310,17000000,Universal Pictures
11411,17000000,Cannon Films
7304,17000000,International Production Company
58048,17000000,HandMade Films
1491,40000000,Michael London Productions
2989,17000000,American Filmworks
10629,17000000,Jerry Bruckheimer Films
255343,17000000,Nexus Factory
4723,17000000,Universal Pictures
10800,15000000,Futurikon
25763,17000000,Twentieth Century Fox Film Corporation
79694,17000000,StudioCanal
4032,16500000,Columbia Pictures
18615,16800000,River Road Entertainment
10673,15000000,Twentieth Century Fox Film Corporation
4584,16500000,Columbia Pictures Corporation
2977,16500000,Ecosse Films
10760,16500000,Morgan Creek Productions
11093,16500000,DreamWorks SKG
207,16400000,Touchstone Pictures
8467,16000000,New Line Cinema
639,16000000,Castle Rock Entertainment
24226,16000000,Twentieth Century Fox Film Corporation
9285,16000000,DreamWorks SKG
74643,15000000,France 3 Cin\u00e9ma
13788,16000000,Rogue Pictures
83666,16000000,Scott Rudin Productions
10781,16000000,New Line Cinema
318850,18500000,Focus Features
1417,19000000,Estudios Picasso
16161,16000000,Columbia Pictures
49950,16000000,Vertigo Entertainment
10956,17700000,Columbia Pictures
9594,15000000,Stone Group Pictures
4638,12000000,Universal Pictures
13972,16000000,New Line Cinema
5038,15000000,The Weinstein Company
13491,25000000,private
10571,16000000,Punch 21 Productions
19994,16000000,Dune Entertainment
25166,16000000,Code Entertainment
30890,16000000,Orion Pictures
23169,20000000,Summit Entertainment
12120,20000000,Weintraub Entertainment Group
9800,26000000,TriStar Pictures
1090,16000000,Columbia Pictures
18475,16000000,Cookout Productions
9689,16000000,DreamWorks SKG
9781,6500000,New Line Cinema
8009,16000000,Davis-Panzer Productions
3877,16000000,DreamWorks SKG
8854,16000000,Quincy Jones-David Salzman Entertainment
152599,16000000,Kingsgate Films
68727,20000000,Cloud Eight Films
12657,16000000,Metro-Goldwyn-Mayer (MGM)
8265,11000000,Centre National de la Cin\u00e9matographie
34647,13000000,BIM Distribuzione
73935,16000000,Lucky Monkey Pictures
28178,16000000,Grand Army Entertainment
185567,16000000,Eskwad
264656,16000000,The Javelina Film Company
35696,15600000,Warner Bros.
18777,15500000,Sidney Kimmel Entertainment
2110,15300000,Canal Plus
9035,15500000,Universal Pictures
90,15000000,Paramount Pictures
771,18000000,Twentieth Century Fox Film Corporation
9576,21000000,Columbia Pictures Corporation
744,15000000,Paramount Pictures
146,17000000,Sony Pictures Classics
14,15000000,DreamWorks SKG
45269,15000000,The Weinstein Company
9493,15000000,Universal Pictures
22556,15000000,area japan
873,15000000,Amblin Entertainment
33196,16000000,Polygon Entertainment
205596,14000000,Black Bear Pictures
16769,15000000,Universal Pictures
33217,15000000,Dune Entertainment
132232,15000000,Universal Pictures
11153,15000000,Warner Bros.
208134,15000000,Paramount Pictures
1165,15000000,BIM Distribuzione
4011,15000000,Geffen Company
17202,15000000,Lions Gate Films
9587,18000000,Columbia Pictures
65086,17000000,Hammer Film Productions
10053,15000000,Davis Entertainment
11870,15000000,Universal Pictures
11778,15000000,Universal Pictures
586,15000000,New Line Cinema
18736,17000000,Walt Disney Pictures
134411,35000000,Front Street Productions
287903,15000000,Universal Pictures
9276,15000000,Dimension Films
2142,15000000,Miramax Films
11397,16000000,Original Film
77016,7000000,Emmett/Furla Films
11478,15000000,Universal Pictures
266856,15000000,Working Title Films
10564,15000000,Twentieth Century Fox Film Corporation
947,15000000,Horizon Pictures (II)
24150,15000000,Dimension Films
228970,15000000,Fox Searchlight Pictures
18405,15000000,Rogue Pictures
6961,15000000,26 Films
11442,13000000,Dimension Films
2493,16000000,Act III Communications
14047,15000000,The Weinstein Company
64690,15000000,Bold Films
11132,15000000,Walt Disney Pictures
17127,15000000,Twentieth Century Fox Film Corporation
1562,15000000,DNA Films
232679,15000000,Mandalay Pictures
17880,14000000,Twentieth Century Fox Film Corporation
14736,20000000,40 Acres & A Mule Filmworks
23706,15000000,Dune Entertainment
9100,15000000,Columbia Pictures
116,15000000,DreamWorks
1245,11500000,Columbia Pictures
4995,15000000,New Line Cinema
14012,15000000,Twentieth Century Fox Film Corporation
9793,15000000,Dune Entertainment
12212,14000000,Original Film
8975,20000000,Twentieth Century Fox Film Corporation
342521,15000000,New Line Cinema
45272,15000000,Maguire Entertainment
9424,15000000,Village Roadshow Pictures
97367,15000000,Sidney Kimmel Entertainment
254904,15000000,Irish Dreamtime
18681,15000000,Destination Films
12162,15000000,Summit Entertainment
11495,15000000,Universal Pictures
64689,15000000,Plan B Entertainment
157849,15000000,Senator Film Produktion
37003,15000000,National Geographic Entertainment
12211,25000000,Davis-Panzer Productions
51828,15000000,Film 4
22798,15000000,Dune Entertainment
7501,15000000,Lawrence Bender Productions
15237,20000000,Metro-Goldwyn-Mayer (MGM)
9686,15000000,Touchstone Pictures
97430,15000000,Arcade Pictures
12257,15000000,Warner Bros.
68,15000000,Embassy International Pictures
14024,15000000,New Line Cinema
115,15000000,Gramercy Pictures
7874,15000000,Paramount Classics
4911,15000000,United Artists
1988,16000000,Plan B Entertainment
16222,15000000,Columbia Pictures Corporation
9557,20000000,Motion Picture Corporation of America
8321,15000000,Blueprint Pictures
72359,15,34th Street Films
10186,15000000,Fox Atomic
25704,15000000,Dune Entertainment
133694,15000000,Participant Media
19265,15000000,Sony Pictures Classics
36047,15000000,Morgan Creek Productions
8053,15000000,The Javelina Film Company
5236,15000000,Silver Pictures
6552,25000000,Columbia Pictures Corporation
1018,15000000,Asymmetrical Productions
38031,22000000,Antena 3 Films
42188,15000000,Fox Searchlight Pictures
6687,15000000,Lietuvos Kinostudija
13853,15000000,The Guber-Peters Company
8461,15000000,Celluloid Dreams
19,92620000,Paramount Pictures
10045,12000000,Canal Plus
400,8000000,Miramax Films
253450,15000000,Media Asia Films
9104,15000000,Grosvenor Park Films LLP
16353,8500000,Iyara Films
23759,12000000,Path\u00e9 Pictures International
24206,15000000,Newmarket Capital Group
10185,15000000,Lions Gate Films
74536,15000000,Millennium Films
13501,15000000,Destination Films
172391,20000000,Triggerfish Animation
262543,7000000,Green Moon Productions
370980,15000000,Taodue Film
20083,15000000,JCE Movies
137,14600000,Columbia Pictures
264999,14800000,Warner Bros.
454,14500000,Bazmark Films
53457,10000000,France 2 Cin\u00e9ma
288980,14500000,Production One
33,14000000,Malpaso Productions
1951,14200000,private
12405,15000000,Fox Searchlight Pictures
10998,14000000,Paramount Pictures
114,14000000,Touchstone Pictures
2604,14000000,Universal Pictures
864,14000000,Walt Disney
14435,15000000,Lionsgate
1931,13000000,Rainforest Films
691,14000000,United Artists
9877,14000000,Original Film
12227,14000000,Walt Disney Pictures
71688,13000000,UK Film Council
8291,14000000,Columbia Pictures
13950,14000000,New Line Cinema
12158,14000000,Paramount Pictures
11586,14000000,Warner Bros.
2830,14000000,Dimension Films
12403,14000000,Davis Entertainment
34563,14000000,Fox Searchlight Pictures
10368,12000000,Medusa Produzione
14434,11000000,Fox Searchlight Pictures
11470,11000000,New Line Cinema
24940,14000000,Universal Studios
82679,14000000,Paramount Pictures
2013,14000000,France 3 Cin\u00e9ma
1440,26000000,New Line Cinema
18041,14000000,Village Roadshow Pictures
28029,14000000,Miramax Films
87729,14000000,Merchant Ivory Productions
44092,12000000,Lion Rock Productions
44754,14000000,Fox Searchlight Pictures
23988,108,Insight Productions
43949,14000000,Reiner / Greisman Productions
142,14000000,River Road Entertainment
9603,12000000,Paramount Pictures
10712,13500000,Clear Blue Sky Productions
243938,14000000,Paramount Pictures
10876,13500000,Fox Searchlight Pictures
86838,15000000,Blueprint Pictures
613,18339750,Degeto Film
1913,12806000,Canal Plus
97370,13300000,Scottish Screen
801,13000000,Silver Screen Partners III
54518,13000000,Insurge Pictures
44214,13000000,Fox Searchlight Pictures
240,13000000,Paramount Pictures
9816,13000000,MTV Films
10131,7000000,New Line Cinema
339984,16000000,TriStar Pictures
8859,13000000,Twentieth Century Fox Film Corporation
11967,13000000,Twentieth Century Fox Film Corporation
239563,13000000,The Weinstein Company
222899,12500000,Screen Gems
4951,16000000,Mad Chance
10985,13000000,Revolution Studios
332567,17000000,Columbia Pictures
1954,13000000,New Line Cinema
15250,13000000,Screen Gems
22345,12000000,TriStar Pictures
9448,13000000,TriStar Pictures
38223,12000000,Paramount Pictures
11186,13000000,Universal Pictures
136835,13200000,Will Packer Productions
5876,18000000,Darkwoods Productions
264660,15000000,DNA Films
492,13000000,Gramercy Pictures
25462,6000000,Screen Gems
238603,13000000,Walt Disney Studios Motion Pictures
10691,13000000,Touchstone Pictures
1251,19000000,DreamWorks SKG
5172,13000000,Polish Brothers Construction
58680,13000000,New Line Cinema
264644,6000000,T\u00e9l\u00e9film Canada
11592,13000000,Savoy Pictures
16406,13000000,Columbia Pictures
3682,13000000,Redeemable Features
2084,13000000,HAL Films
107811,13000000,Relativity Media
2266,13000000,Filmazure
144340,13000000,Focus Features
28211,15000000,StudioCanal
47502,13000000,New Line Cinema
9950,13000000,Yari Film Group
84892,13000000,Summit Entertainment
24227,3000000,New Line Cinema
9672,13000000,Killer Films
157544,13000000,Lakeshore Entertainment
59678,14350531,UK Film Council
79777,10000000,FilmDistrict
158011,13000000,TriStar Pictures
8952,13000000,EuropaCorp
62204,12000000,Belstar Productions
13435,12500000,Fox Searchlight Pictures
319,12500000,Davis-Films
59457,3100000,Razor Film Produktion GmbH
9504,12500000,New Line Cinema
37414,13000000,Revolution Films
26688,12500000,Summit Entertainment
6615,12000000,Sidney Kimmel Entertainment
14574,12500000,Miramax Films
16,12800000,private
21612,12500000,C&P Productions
36691,15000000,Smartest Man Productions
23631,20000000,Dune Entertainment
45324,12500000,An Olive Branch Productions
12144,12300000,Lucasfilm
56601,12500000,HighRoad Entertainment
9552,8000000,Warner Bros.
578,7000000,Universal Pictures
2105,11000000,Universal Pictures
126319,12516654,StudioCanal
